Room,"Here are my recommendations for Room:<br><a href='http://localhost:3000/movie/625c2cbff0a5bc6c426c095e' target=""_blank"">Black Swan</a><br><a href='http://localhost:3000/movie/625c2ddaf0a5bc6c426c0cac' target=""_blank"">The Machinist</a><br><a href='http://localhost:3000/movie/625c2c46f0a5bc6c426c0880' target=""_blank"">Amores perros</a><br><a href='http://localhost:3000/movie/625c2deef0a5bc6c426c0d08' target=""_blank"">A Few Good Men</a><br><a href='http://localhost:3000/movie/625c2d95f0a5bc6c426c0bd4' target=""_blank"">Misery</a><br>"
Relatos salvajes,"Here are my recommendations for Relatos salvajes:<br><a href='http://localhost:3000/movie/625c2b5af0a5bc6c426c06be' target=""_blank"">Gisaengchung</a><br><a href='http://localhost:3000/movie/625c2deef0a5bc6c426c0d0c' target=""_blank"">Barton Fink</a><br><a href='http://localhost:3000/movie/625c2c4af0a5bc6c426c088c' target=""_blank"">The Truman Show</a><br><a href='http://localhost:3000/movie/625c2dc2f0a5bc6c426c0c52' target=""_blank"">Birdman or (The Unexpected Virtue of Ignorance)</a><br><a href='http://localhost:3000/movie/625c2e08f0a5bc6c426c0d76' target=""_blank"">Once Upon a Time... in Hollywood</a><br>"
Soul,"Here are my recommendations for Soul:<br><a href='http://localhost:3000/movie/625c2c43f0a5bc6c426c087c' target=""_blank"">Finding Nemo</a><br><a href='http://localhost:3000/movie/625c2beff0a5bc6c426c07bc' target=""_blank"">Up</a><br><a href='http://localhost:3000/movie/625c2bc6f0a5bc6c426c0762' target=""_blank"">Toy Story</a><br><a href='http://localhost:3000/movie/625c2c48f0a5bc6c426c0882' target=""_blank"">Monsters, Inc.</a><br><a href='http://localhost:3000/movie/625c2bf3f0a5bc6c426c07c6' target=""_blank"">Toy Story 3</a><br>"
Kis Uykusu,"Here are my recommendations for Kis Uykusu:<br><a href='http://localhost:3000/movie/625c2b46f0a5bc6c426c0698' target=""_blank"">The Shawshank Redemption</a><br><a href='http://localhost:3000/movie/625c2b50f0a5bc6c426c06aa' target=""_blank"">Fight Club</a><br><a href='http://localhost:3000/movie/625c2bc5f0a5bc6c426c075c' target=""_blank"">American Beauty</a><br><a href='http://localhost:3000/movie/625c2b6df0a5bc6c426c06e8' target=""_blank"">American History X</a><br><a href='http://localhost:3000/movie/625c2b59f0a5bc6c426c06ba' target=""_blank"">One Flew Over the Cuckoo's Nest</a><br>"
PK,"Here are my recommendations for PK:<br><a href='http://localhost:3000/movie/625c2c41f0a5bc6c426c0874' target=""_blank"">Munna Bhai M.B.B.S.</a><br><a href='http://localhost:3000/movie/625c2cc7f0a5bc6c426c0984' target=""_blank"">Kal Ho Naa Ho</a><br><a href='http://localhost:3000/movie/625c2c4af0a5bc6c426c088c' target=""_blank"">The Truman Show</a><br><a href='http://localhost:3000/movie/625c2dc2f0a5bc6c426c0c52' target=""_blank"">Birdman or (The Unexpected Virtue of Ignorance)</a><br><a href='http://localhost:3000/movie/625c2e08f0a5bc6c426c0d76' target=""_blank"">Once Upon a Time... in Hollywood</a><br>"
OMG: Oh My God!,"Here are my recommendations for OMG: Oh My God!:<br><a href='http://localhost:3000/movie/625c2d5df0a5bc6c426c0b3a' target=""_blank"">About Time</a><br><a href='http://localhost:3000/movie/625c2de4f0a5bc6c426c0ce2' target=""_blank"">Being John Malkovich</a><br><a href='http://localhost:3000/movie/625c2d48f0a5bc6c426c0af2' target=""_blank"">Harvey</a><br><a href='http://localhost:3000/movie/625c2c4af0a5bc6c426c088c' target=""_blank"">The Truman Show</a><br><a href='http://localhost:3000/movie/625c2dc2f0a5bc6c426c0c52' target=""_blank"">Birdman or (The Unexpected Virtue of Ignorance)</a><br>"
The Grand Budapest Hotel,"Here are my recommendations for The Grand Budapest Hotel:<br><a href='http://localhost:3000/movie/625c2de0f0a5bc6c426c0cd2' target=""_blank"">O Brother, Where Art Thou?</a><br><a href='http://localhost:3000/movie/625c2b72f0a5bc6c426c06f6' target=""_blank"">Back to the Future</a><br><a href='http://localhost:3000/movie/625c2bfbf0a5bc6c426c07da' target=""_blank"">Lock, Stock and Two Smoking Barrels</a><br><a href='http://localhost:3000/movie/625c2c08f0a5bc6c426c07fc' target=""_blank"">Monty Python and the Holy Grail</a><br><a href='http://localhost:3000/movie/625c2e16f0a5bc6c426c0db0' target=""_blank"">Kick-Ass</a><br>"
Gone Girl,"Here are my recommendations for Gone Girl:<br><a href='http://localhost:3000/movie/625c2c49f0a5bc6c426c0888' target=""_blank"">The Sixth Sense</a><br><a href='http://localhost:3000/movie/625c2bb1f0a5bc6c426c071e' target=""_blank"">The Lives of Others</a><br><a href='http://localhost:3000/movie/625c2d2df0a5bc6c426c0a9e' target=""_blank"">Mulholland Dr.</a><br><a href='http://localhost:3000/movie/625c2c61f0a5bc6c426c08ce' target=""_blank"">Chinatown</a><br><a href='http://localhost:3000/movie/625c2df3f0a5bc6c426c0d1c' target=""_blank"">Blue Velvet</a><br>"
Ôkami kodomo no Ame to Yuki,"Here are my recommendations for Ôkami kodomo no Ame to Yuki:<br><a href='http://localhost:3000/movie/625c2b7bf0a5bc6c426c0708' target=""_blank"">Kimi no na wa.</a><br><a href='http://localhost:3000/movie/625c2dd0f0a5bc6c426c0c84' target=""_blank"">Papurika</a><br><a href='http://localhost:3000/movie/625c2d89f0a5bc6c426c0b9e' target=""_blank"">Waking Life</a><br><a href='http://localhost:3000/movie/625c2b62f0a5bc6c426c06ca' target=""_blank"">The Green Mile</a><br><a href='http://localhost:3000/movie/625c2b6ff0a5bc6c426c06ee' target=""_blank"">The Lion King</a><br>"
Hacksaw Ridge,"Here are my recommendations for Hacksaw Ridge:<br><a href='http://localhost:3000/movie/625c2b4ef0a5bc6c426c06a6' target=""_blank"">Schindler's List</a><br><a href='http://localhost:3000/movie/625c2bc6f0a5bc6c426c0764' target=""_blank"">Braveheart</a><br><a href='http://localhost:3000/movie/625c2c27f0a5bc6c426c0846' target=""_blank"">12 Years a Slave</a><br><a href='http://localhost:3000/movie/625c2cb7f0a5bc6c426c094c' target=""_blank"">The King's Speech</a><br><a href='http://localhost:3000/movie/625c2bcaf0a5bc6c426c076e' target=""_blank"">Amadeus</a><br>"
Inside Out,"Here are my recommendations for Inside Out:<br><a href='http://localhost:3000/movie/625c2c43f0a5bc6c426c087c' target=""_blank"">Finding Nemo</a><br><a href='http://localhost:3000/movie/625c2beff0a5bc6c426c07bc' target=""_blank"">Up</a><br><a href='http://localhost:3000/movie/625c2bc6f0a5bc6c426c0762' target=""_blank"">Toy Story</a><br><a href='http://localhost:3000/movie/625c2c48f0a5bc6c426c0882' target=""_blank"">Monsters, Inc.</a><br><a href='http://localhost:3000/movie/625c2bf3f0a5bc6c426c07c6' target=""_blank"">Toy Story 3</a><br>"
Barfi!,"Here are my recommendations for Barfi!:<br><a href='http://localhost:3000/movie/625c2b62f0a5bc6c426c06cc' target=""_blank"">La vita è bella</a><br><a href='http://localhost:3000/movie/625c2dcdf0a5bc6c426c0c78' target=""_blank"">Silver Linings Playbook</a><br><a href='http://localhost:3000/movie/625c2dcef0a5bc6c426c0c7c' target=""_blank"">(500) Days of Summer</a><br><a href='http://localhost:3000/movie/625c2d5ff0a5bc6c426c0b44' target=""_blank"">Moonrise Kingdom</a><br><a href='http://localhost:3000/movie/625c2e16f0a5bc6c426c0dae' target=""_blank"">50/50</a><br>"
12 Years a Slave,"Here are my recommendations for 12 Years a Slave:<br><a href='http://localhost:3000/movie/625c2b4ef0a5bc6c426c06a6' target=""_blank"">Schindler's List</a><br><a href='http://localhost:3000/movie/625c2bc6f0a5bc6c426c0764' target=""_blank"">Braveheart</a><br><a href='http://localhost:3000/movie/625c2cb7f0a5bc6c426c094c' target=""_blank"">The King's Speech</a><br><a href='http://localhost:3000/movie/625c2c21f0a5bc6c426c0840' target=""_blank"">Hacksaw Ridge</a><br><a href='http://localhost:3000/movie/625c2bcaf0a5bc6c426c076e' target=""_blank"">Amadeus</a><br>"
Rush,"Here are my recommendations for Rush:<br><a href='http://localhost:3000/movie/625c2c29f0a5bc6c426c084a' target=""_blank"">Ford v Ferrari</a><br><a href='http://localhost:3000/movie/625c2cb9f0a5bc6c426c0956' target=""_blank"">Yip Man</a><br><a href='http://localhost:3000/movie/625c2b7bf0a5bc6c426c070a' target=""_blank"">Dangal</a><br><a href='http://localhost:3000/movie/625c2d90f0a5bc6c426c0bbe' target=""_blank"">Tombstone</a><br><a href='http://localhost:3000/movie/625c2e24f0a5bc6c426c0dd0' target=""_blank"">Huo Yuan Jia</a><br>"
Ford v Ferrari,"Here are my recommendations for Ford v Ferrari:<br><a href='http://localhost:3000/movie/625c2c28f0a5bc6c426c0848' target=""_blank"">Rush</a><br><a href='http://localhost:3000/movie/625c2cb9f0a5bc6c426c0956' target=""_blank"">Yip Man</a><br><a href='http://localhost:3000/movie/625c2b7bf0a5bc6c426c070a' target=""_blank"">Dangal</a><br><a href='http://localhost:3000/movie/625c2d90f0a5bc6c426c0bbe' target=""_blank"">Tombstone</a><br><a href='http://localhost:3000/movie/625c2e24f0a5bc6c426c0dd0' target=""_blank"">Huo Yuan Jia</a><br>"
Spotlight,"Here are my recommendations for Spotlight:<br><a href='http://localhost:3000/movie/625c2bf0f0a5bc6c426c07be' target=""_blank"">The Wolf of Wall Street</a><br><a href='http://localhost:3000/movie/625c2b57f0a5bc6c426c06b6' target=""_blank"">Goodfellas</a><br><a href='http://localhost:3000/movie/625c2c45f0a5bc6c426c087e' target=""_blank"">Catch Me If You Can</a><br><a href='http://localhost:3000/movie/625c2d77f0a5bc6c426c0b74' target=""_blank"">American Gangster</a><br><a href='http://localhost:3000/movie/625c2d10f0a5bc6c426c0a60' target=""_blank"">The Irishman</a><br>"
Song of the Sea,"Here are my recommendations for Song of the Sea:<br><a href='http://localhost:3000/movie/625c2b6ff0a5bc6c426c06ee' target=""_blank"">The Lion King</a><br><a href='http://localhost:3000/movie/625c2cd8f0a5bc6c426c09ca' target=""_blank"">Tenkû no shiro Rapyuta</a><br><a href='http://localhost:3000/movie/625c2d96f0a5bc6c426c0bd8' target=""_blank"">Majo no takkyûbin</a><br><a href='http://localhost:3000/movie/625c2c81f0a5bc6c426c0930' target=""_blank"">Kaguyahime no monogatari</a><br><a href='http://localhost:3000/movie/625c2dc9f0a5bc6c426c0c62' target=""_blank"">Le Petit Prince</a><br>"
Kahaani,"Here are my recommendations for Kahaani:<br><a href='http://localhost:3000/movie/625c2bb1f0a5bc6c426c0722' target=""_blank"">Memento</a><br><a href='http://localhost:3000/movie/625c2beff0a5bc6c426c07ba' target=""_blank"">Shutter Island</a><br><a href='http://localhost:3000/movie/625c2bbbf0a5bc6c426c073a' target=""_blank"">Rear Window</a><br><a href='http://localhost:3000/movie/625c2e2ff0a5bc6c426c0e1a' target=""_blank"">Lost Highway</a><br><a href='http://localhost:3000/movie/625c2ce2f0a5bc6c426c09e0' target=""_blank"">Sleuth</a><br>"
Zindagi Na Milegi Dobara,"Here are my recommendations for Zindagi Na Milegi Dobara:<br><a href='http://localhost:3000/movie/625c2c4af0a5bc6c426c088c' target=""_blank"">The Truman Show</a><br><a href='http://localhost:3000/movie/625c2dc2f0a5bc6c426c0c52' target=""_blank"">Birdman or (The Unexpected Virtue of Ignorance)</a><br><a href='http://localhost:3000/movie/625c2e08f0a5bc6c426c0d76' target=""_blank"">Once Upon a Time... in Hollywood</a><br><a href='http://localhost:3000/movie/625c2c55f0a5bc6c426c08ac' target=""_blank"">Dead Poets Society</a><br><a href='http://localhost:3000/movie/625c2d7df0a5bc6c426c0b7c' target=""_blank"">Little Miss Sunshine</a><br>"
Prisoners,"Here are my recommendations for Prisoners:<br><a href='http://localhost:3000/movie/625c2b62f0a5bc6c426c06ce' target=""_blank"">Se7en</a><br><a href='http://localhost:3000/movie/625c2bfbf0a5bc6c426c07dc' target=""_blank"">L.A. Confidential</a><br><a href='http://localhost:3000/movie/625c2d57f0a5bc6c426c0b28' target=""_blank"">The Hateful Eight</a><br><a href='http://localhost:3000/movie/625c2dd5f0a5bc6c426c0c96' target=""_blank"">Zodiac</a><br><a href='http://localhost:3000/movie/625c2d24f0a5bc6c426c0a8a' target=""_blank"">Mystic River</a><br>"
Mad Max: Fury Road,"Here are my recommendations for Mad Max: Fury Road:<br><a href='http://localhost:3000/movie/625c2b4ff0a5bc6c426c06a8' target=""_blank"">Inception</a><br><a href='http://localhost:3000/movie/625c2cc0f0a5bc6c426c0962' target=""_blank"">The Avengers</a><br><a href='http://localhost:3000/movie/625c2d22f0a5bc6c426c0a84' target=""_blank"">Iron Man</a><br><a href='http://localhost:3000/movie/625c2c53f0a5bc6c426c08a4' target=""_blank"">Jurassic Park</a><br><a href='http://localhost:3000/movie/625c2ba9f0a5bc6c426c0710' target=""_blank"">Avengers: Infinity War</a><br>"
A Wednesday,"Here are my recommendations for A Wednesday:<br><a href='http://localhost:3000/movie/625c2b48f0a5bc6c426c069c' target=""_blank"">The Dark Knight</a><br><a href='http://localhost:3000/movie/625c2b6ef0a5bc6c426c06ec' target=""_blank"">Léon</a><br><a href='http://localhost:3000/movie/625c2c42f0a5bc6c426c087a' target=""_blank"">Kill Bill: Vol. 1</a><br><a href='http://localhost:3000/movie/625c2e0bf0a5bc6c426c0d88' target=""_blank"">Baby Driver</a><br><a href='http://localhost:3000/movie/625c2e0df0a5bc6c426c0d92' target=""_blank"">Sicario</a><br>"
Gran Torino,"Here are my recommendations for Gran Torino:<br><a href='http://localhost:3000/movie/625c2b46f0a5bc6c426c0698' target=""_blank"">The Shawshank Redemption</a><br><a href='http://localhost:3000/movie/625c2b50f0a5bc6c426c06aa' target=""_blank"">Fight Club</a><br><a href='http://localhost:3000/movie/625c2bc5f0a5bc6c426c075c' target=""_blank"">American Beauty</a><br><a href='http://localhost:3000/movie/625c2b6df0a5bc6c426c06e8' target=""_blank"">American History X</a><br><a href='http://localhost:3000/movie/625c2b59f0a5bc6c426c06ba' target=""_blank"">One Flew Over the Cuckoo's Nest</a><br>"
Harry Potter and the Deathly Hallows: Part 2,"Here are my recommendations for Harry Potter and the Deathly Hallows: Part 2:<br><a href='http://localhost:3000/movie/625c2dcff0a5bc6c426c0c7e' target=""_blank"">Harry Potter and the Deathly Hallows: Part 1</a><br><a href='http://localhost:3000/movie/625c2d20f0a5bc6c426c0a7c' target=""_blank"">Life of Pi</a><br><a href='http://localhost:3000/movie/625c2ccbf0a5bc6c426c098a' target=""_blank"">Big Fish</a><br><a href='http://localhost:3000/movie/625c2d20f0a5bc6c426c0a7a' target=""_blank"">The Fall</a><br><a href='http://localhost:3000/movie/625c2e30f0a5bc6c426c0e20' target=""_blank"">Dead Man</a><br>"
Okuribito,"Here are my recommendations for Okuribito:<br><a href='http://localhost:3000/movie/625c2b6bf0a5bc6c426c06dc' target=""_blank"">Whiplash</a><br><a href='http://localhost:3000/movie/625c2ddff0a5bc6c426c0cca' target=""_blank"">Billy Elliot</a><br><a href='http://localhost:3000/movie/625c2d22f0a5bc6c426c0a82' target=""_blank"">Les choristes</a><br><a href='http://localhost:3000/movie/625c2c04f0a5bc6c426c07f6' target=""_blank"">Höstsonaten</a><br><a href='http://localhost:3000/movie/625c2d4df0a5bc6c426c0b0e' target=""_blank"">Sound of Metal</a><br>"
Hachi: A Dog's Tale,"Here are my recommendations for Hachi: A Dog's Tale:<br><a href='http://localhost:3000/movie/625c2ce7f0a5bc6c426c09f2' target=""_blank"">The Sound of Music</a><br><a href='http://localhost:3000/movie/625c2e29f0a5bc6c426c0df0' target=""_blank"">Finding Neverland</a><br><a href='http://localhost:3000/movie/625c2d8af0a5bc6c426c0bac' target=""_blank"">October Sky</a><br><a href='http://localhost:3000/movie/625c2bfaf0a5bc6c426c07d6' target=""_blank"">A Beautiful Mind</a><br><a href='http://localhost:3000/movie/625c2dcbf0a5bc6c426c0c70' target=""_blank"">The Social Network</a><br>"
Mary and Max,"Here are my recommendations for Mary and Max:<br><a href='http://localhost:3000/movie/625c2d85f0a5bc6c426c0b98' target=""_blank"">Les triplettes de Belleville</a><br><a href='http://localhost:3000/movie/625c2b6ff0a5bc6c426c06ee' target=""_blank"">The Lion King</a><br><a href='http://localhost:3000/movie/625c2c43f0a5bc6c426c087c' target=""_blank"">Finding Nemo</a><br><a href='http://localhost:3000/movie/625c2beff0a5bc6c426c07bc' target=""_blank"">Up</a><br><a href='http://localhost:3000/movie/625c2bc6f0a5bc6c426c0762' target=""_blank"">Toy Story</a><br>"
How to Train Your Dragon,"Here are my recommendations for How to Train Your Dragon:<br><a href='http://localhost:3000/movie/625c2d5ff0a5bc6c426c0b46' target=""_blank"">How to Train Your Dragon 2</a><br><a href='http://localhost:3000/movie/625c2cccf0a5bc6c426c098c' target=""_blank"">The Incredibles</a><br><a href='http://localhost:3000/movie/625c2b7bf0a5bc6c426c070c' target=""_blank"">Spider-Man: Into the Spider-Verse</a><br><a href='http://localhost:3000/movie/625c2d5cf0a5bc6c426c0b38' target=""_blank"">Big Hero 6</a><br><a href='http://localhost:3000/movie/625c2bb2f0a5bc6c426c0724' target=""_blank"">Mononoke-hime</a><br>"
Into the Wild,"Here are my recommendations for Into the Wild:<br><a href='http://localhost:3000/movie/625c2c6ef0a5bc6c426c08ec' target=""_blank"">Inherit the Wind</a><br><a href='http://localhost:3000/movie/625c2bd0f0a5bc6c426c0780' target=""_blank"">Lawrence of Arabia</a><br><a href='http://localhost:3000/movie/625c2d3cf0a5bc6c426c0ae2' target=""_blank"">Spartacus</a><br><a href='http://localhost:3000/movie/625c2d84f0a5bc6c426c0b94' target=""_blank"">Diarios de motocicleta</a><br><a href='http://localhost:3000/movie/625c2c7cf0a5bc6c426c091e' target=""_blank"">Togo</a><br>"
No Country for Old Men,"Here are my recommendations for No Country for Old Men:<br><a href='http://localhost:3000/movie/625c2b62f0a5bc6c426c06d0' target=""_blank"">The Silence of the Lambs</a><br><a href='http://localhost:3000/movie/625c2b6cf0a5bc6c426c06e2' target=""_blank"">The Departed</a><br><a href='http://localhost:3000/movie/625c2b6af0a5bc6c426c06da' target=""_blank"">Joker</a><br><a href='http://localhost:3000/movie/625c2bc8f0a5bc6c426c0766' target=""_blank"">Reservoir Dogs</a><br><a href='http://localhost:3000/movie/625c2c4ef0a5bc6c426c0896' target=""_blank"">Fargo</a><br>"
Lage Raho Munna Bhai,"Here are my recommendations for Lage Raho Munna Bhai:<br><a href='http://localhost:3000/movie/625c2b62f0a5bc6c426c06cc' target=""_blank"">La vita è bella</a><br><a href='http://localhost:3000/movie/625c2dcdf0a5bc6c426c0c78' target=""_blank"">Silver Linings Playbook</a><br><a href='http://localhost:3000/movie/625c2dcef0a5bc6c426c0c7c' target=""_blank"">(500) Days of Summer</a><br><a href='http://localhost:3000/movie/625c2d5ff0a5bc6c426c0b44' target=""_blank"">Moonrise Kingdom</a><br><a href='http://localhost:3000/movie/625c2e16f0a5bc6c426c0dae' target=""_blank"">50/50</a><br>"
Million Dollar Baby,"Here are my recommendations for Million Dollar Baby:<br><a href='http://localhost:3000/movie/625c2c5cf0a5bc6c426c08c6' target=""_blank"">Rocky</a><br><a href='http://localhost:3000/movie/625c2d13f0a5bc6c426c0a6a' target=""_blank"">The Wrestler</a><br><a href='http://localhost:3000/movie/625c2e0df0a5bc6c426c0d94' target=""_blank"">Creed</a><br><a href='http://localhost:3000/movie/625c2ceaf0a5bc6c426c09fc' target=""_blank"">The Hustler</a><br><a href='http://localhost:3000/movie/625c2dc7f0a5bc6c426c0c56' target=""_blank"">Kai po che!</a><br>"
Hotel Rwanda,"Here are my recommendations for Hotel Rwanda:<br><a href='http://localhost:3000/movie/625c2b4ef0a5bc6c426c06a6' target=""_blank"">Schindler's List</a><br><a href='http://localhost:3000/movie/625c2bc6f0a5bc6c426c0764' target=""_blank"">Braveheart</a><br><a href='http://localhost:3000/movie/625c2c27f0a5bc6c426c0846' target=""_blank"">12 Years a Slave</a><br><a href='http://localhost:3000/movie/625c2cb7f0a5bc6c426c094c' target=""_blank"">The King's Speech</a><br><a href='http://localhost:3000/movie/625c2c21f0a5bc6c426c0840' target=""_blank"">Hacksaw Ridge</a><br>"
Taegukgi hwinalrimyeo,"Here are my recommendations for Taegukgi hwinalrimyeo:<br><a href='http://localhost:3000/movie/625c2c02f0a5bc6c426c07f0' target=""_blank"">Ran</a><br><a href='http://localhost:3000/movie/625c2bdef0a5bc6c426c079a' target=""_blank"">Uri: The Surgical Strike</a><br><a href='http://localhost:3000/movie/625c2e25f0a5bc6c426c0dd8' target=""_blank"">300</a><br><a href='http://localhost:3000/movie/625c2ddcf0a5bc6c426c0cb8' target=""_blank"">The Last Samurai</a><br><a href='http://localhost:3000/movie/625c2c81f0a5bc6c426c092e' target=""_blank"">Bãhubali: The Beginning</a><br>"
Before Sunset,"Here are my recommendations for Before Sunset:<br><a href='http://localhost:3000/movie/625c2c51f0a5bc6c426c089e' target=""_blank"">Before Sunrise</a><br><a href='http://localhost:3000/movie/625c2b54f0a5bc6c426c06ae' target=""_blank"">Forrest Gump</a><br><a href='http://localhost:3000/movie/625c2d8bf0a5bc6c426c0bb0' target=""_blank"">Titanic</a><br><a href='http://localhost:3000/movie/625c2bc6f0a5bc6c426c075e' target=""_blank"">Good Will Hunting</a><br><a href='http://localhost:3000/movie/625c2cbbf0a5bc6c426c095c' target=""_blank"">Slumdog Millionaire</a><br>"
Munna Bhai M.B.B.S.,"Here are my recommendations for Munna Bhai M.B.B.S.:<br><a href='http://localhost:3000/movie/625c2c1df0a5bc6c426c0836' target=""_blank"">PK</a><br><a href='http://localhost:3000/movie/625c2cc7f0a5bc6c426c0984' target=""_blank"">Kal Ho Naa Ho</a><br><a href='http://localhost:3000/movie/625c2c4af0a5bc6c426c088c' target=""_blank"">The Truman Show</a><br><a href='http://localhost:3000/movie/625c2dc2f0a5bc6c426c0c52' target=""_blank"">Birdman or (The Unexpected Virtue of Ignorance)</a><br><a href='http://localhost:3000/movie/625c2e08f0a5bc6c426c0d76' target=""_blank"">Once Upon a Time... in Hollywood</a><br>"
Salinui chueok,"Here are my recommendations for Salinui chueok:<br><a href='http://localhost:3000/movie/625c2b62f0a5bc6c426c06ce' target=""_blank"">Se7en</a><br><a href='http://localhost:3000/movie/625c2c30f0a5bc6c426c0854' target=""_blank"">Prisoners</a><br><a href='http://localhost:3000/movie/625c2bfbf0a5bc6c426c07dc' target=""_blank"">L.A. Confidential</a><br><a href='http://localhost:3000/movie/625c2d57f0a5bc6c426c0b28' target=""_blank"">The Hateful Eight</a><br><a href='http://localhost:3000/movie/625c2dd5f0a5bc6c426c0c96' target=""_blank"">Zodiac</a><br>"
Dil Chahta Hai,"Here are my recommendations for Dil Chahta Hai:<br><a href='http://localhost:3000/movie/625c2b62f0a5bc6c426c06cc' target=""_blank"">La vita è bella</a><br><a href='http://localhost:3000/movie/625c2dcdf0a5bc6c426c0c78' target=""_blank"">Silver Linings Playbook</a><br><a href='http://localhost:3000/movie/625c2dcef0a5bc6c426c0c7c' target=""_blank"">(500) Days of Summer</a><br><a href='http://localhost:3000/movie/625c2d5ff0a5bc6c426c0b44' target=""_blank"">Moonrise Kingdom</a><br><a href='http://localhost:3000/movie/625c2e16f0a5bc6c426c0dae' target=""_blank"">50/50</a><br>"
Kill Bill: Vol. 1,"Here are my recommendations for Kill Bill: Vol. 1:<br><a href='http://localhost:3000/movie/625c2cc6f0a5bc6c426c097a' target=""_blank"">Kill Bill: Vol. 2</a><br><a href='http://localhost:3000/movie/625c2b48f0a5bc6c426c069c' target=""_blank"">The Dark Knight</a><br><a href='http://localhost:3000/movie/625c2b6ef0a5bc6c426c06ec' target=""_blank"">Léon</a><br><a href='http://localhost:3000/movie/625c2e0bf0a5bc6c426c0d88' target=""_blank"">Baby Driver</a><br><a href='http://localhost:3000/movie/625c2e0df0a5bc6c426c0d92' target=""_blank"">Sicario</a><br>"
Finding Nemo,"Here are my recommendations for Finding Nemo:<br><a href='http://localhost:3000/movie/625c2beff0a5bc6c426c07bc' target=""_blank"">Up</a><br><a href='http://localhost:3000/movie/625c2bc6f0a5bc6c426c0762' target=""_blank"">Toy Story</a><br><a href='http://localhost:3000/movie/625c2c48f0a5bc6c426c0882' target=""_blank"">Monsters, Inc.</a><br><a href='http://localhost:3000/movie/625c2bf3f0a5bc6c426c07c6' target=""_blank"">Toy Story 3</a><br><a href='http://localhost:3000/movie/625c2cc6f0a5bc6c426c0976' target=""_blank"">Ratatouille</a><br>"
Catch Me If You Can,"Here are my recommendations for Catch Me If You Can:<br><a href='http://localhost:3000/movie/625c2bf0f0a5bc6c426c07be' target=""_blank"">The Wolf of Wall Street</a><br><a href='http://localhost:3000/movie/625c2b57f0a5bc6c426c06b6' target=""_blank"">Goodfellas</a><br><a href='http://localhost:3000/movie/625c2c2cf0a5bc6c426c084c' target=""_blank"">Spotlight</a><br><a href='http://localhost:3000/movie/625c2d77f0a5bc6c426c0b74' target=""_blank"">American Gangster</a><br><a href='http://localhost:3000/movie/625c2d10f0a5bc6c426c0a60' target=""_blank"">The Irishman</a><br>"
Amores perros,"Here are my recommendations for Amores perros:<br><a href='http://localhost:3000/movie/625c2cbff0a5bc6c426c095e' target=""_blank"">Black Swan</a><br><a href='http://localhost:3000/movie/625c2c1af0a5bc6c426c082e' target=""_blank"">Room</a><br><a href='http://localhost:3000/movie/625c2ddaf0a5bc6c426c0cac' target=""_blank"">The Machinist</a><br><a href='http://localhost:3000/movie/625c2deef0a5bc6c426c0d08' target=""_blank"">A Few Good Men</a><br><a href='http://localhost:3000/movie/625c2d95f0a5bc6c426c0bd4' target=""_blank"">Misery</a><br>"
"Monsters, Inc.","Here are my recommendations for Monsters, Inc.:<br><a href='http://localhost:3000/movie/625c2c43f0a5bc6c426c087c' target=""_blank"">Finding Nemo</a><br><a href='http://localhost:3000/movie/625c2beff0a5bc6c426c07bc' target=""_blank"">Up</a><br><a href='http://localhost:3000/movie/625c2bc6f0a5bc6c426c0762' target=""_blank"">Toy Story</a><br><a href='http://localhost:3000/movie/625c2bf3f0a5bc6c426c07c6' target=""_blank"">Toy Story 3</a><br><a href='http://localhost:3000/movie/625c2cc6f0a5bc6c426c0976' target=""_blank"">Ratatouille</a><br>"
"Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni","Here are my recommendations for Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni:<br><a href='http://localhost:3000/movie/625c2b6ff0a5bc6c426c06ee' target=""_blank"">The Lion King</a><br><a href='http://localhost:3000/movie/625c2c3cf0a5bc6c426c0864' target=""_blank"">How to Train Your Dragon</a><br><a href='http://localhost:3000/movie/625c2cccf0a5bc6c426c098c' target=""_blank"">The Incredibles</a><br><a href='http://localhost:3000/movie/625c2b7bf0a5bc6c426c070c' target=""_blank"">Spider-Man: Into the Spider-Verse</a><br><a href='http://localhost:3000/movie/625c2d5cf0a5bc6c426c0b38' target=""_blank"">Big Hero 6</a><br>"
Lagaan: Once Upon a Time in India,"Here are my recommendations for Lagaan: Once Upon a Time in India:<br><a href='http://localhost:3000/movie/625c2c55f0a5bc6c426c08ae' target=""_blank"">Stand by Me</a><br><a href='http://localhost:3000/movie/625c2d44f0a5bc6c426c0ae8' target=""_blank"">The Ten Commandments</a><br><a href='http://localhost:3000/movie/625c2c6ff0a5bc6c426c08f2' target=""_blank"">Kakushi-toride no san-akunin</a><br><a href='http://localhost:3000/movie/625c2c57f0a5bc6c426c08ba' target=""_blank"">Fitzcarraldo</a><br><a href='http://localhost:3000/movie/625c2b5df0a5bc6c426c06c2' target=""_blank"">Interstellar</a><br>"
